X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,Y
108697.13,13,0.187781109,2,125.25,kOT,39,4874,kC,kM,605,kM,667,1272,2000,kS,1,k0,k2,108697.13,103823.13,551,k28,k10,kD,12.18,14.69,40,kR,kN,k3,0
5000,32,0.322224199,0,181.09,kOT,53,2510.28,kD,kM,729,kF,562,1291,2000,kU,1,k0,k2,5000,2489.72,368,k29,k10,kD,157.35,14.69,56,kO,kF,k3,0
51006.43,38,0.292052612,0,94.59,kOT,62,0,kD,kM,155,kF,323.88,478.88,1500,kP,1,k0,k3,51006.43,51006.43,568,k26,k10,kD,26.61,14.69,65,kR,kN,k3,0
75686.91,5,2.160095947,0,1053.63,kOT,74,1278.23,kS,kS,325.94,kF,487.77,813.71,1000,kU,1,k0,k7,75686.91,74408.68,145,k26,k17,kD,134.99,13.5,78,kO,kN,k3,0
5000,7,0.427406397,1,281.96,kOT,33,1482.49,kS,kM,373,kF,659.7,1032.7,10000,kU,1,k0,k2,5000,3517.51,1477,k15,k10,kD,585.33,14.69,32,kO,kA,k3,0
8000,2,0.454062287,0,280.22,kOT,30,7707.32,kS,kM,550.35,kM,617.14,1167.49,10000,kS,1,k0,k2,8000,292.68,1462,k80,k10,kD,2.1,14.69,29,kO,kF,k4,0
9000,6,6.841988131,3,2305.75,kOT,38,3101,kC,kS,463,kM,337,800,2200,kS,1,k0,k2,9000,5899,126,k110,k10,kD,1.23,13.5,38,kO,kF,k3,0
34466,3,5.545741107,0,5612.29,kOT,31,0,kD,kM,300,kM,1012,1312,5000,kS,1,k0,k3,34466,34466,321,k08,k10,kI,1178.86,13.5,34,kO,kF,k3,0
59050.37,43,0.222001419,0,93.84,kOT,61,755.41,kS,kM,235,kF,422.7,657.7,1500,kP,1,k0,k3,59050.37,58294.96,569,k26,k10,kI,575.74,13.69,61,kR,kN,k3,0
142865,13,0.276295165,1,271.46,kOT,44,0,kC,kM,260,kM,982.5,1242.5,10000,kP,1,k0,k6,142865,142865,1461,k08,k10,kI,10070.59,13,47,kO,kN,k3,0
138398.59,2,2.042362669,0,2440.46,kOT,70,4882,kC,kS,491,kF,1194.92,1685.92,2250,kS,2,k0,k3,138398.59,133516.59,299,k26,k10,kD,103.66,13.5,71,kO,kN,k3,0
83784.49,3,0.410828346,1,407.78,kOT,29,27740.98,kC,kM,388,kM,992.58,1380.58,15000,kU,1,k0,k3,83784.49,56043.51,1465,k122,k10,kD,63.69,13,30,kO,kN,k3,0
15000,6,3.9592,0,2078.58,kOT,63,6564,kC,kT,475,kM,525,1000,2000,kP,1,k0,k2,15000,8436,103,k26,k10,kD,3172.25,13.5,63,kO,kF,k3,0
3000,6,0.469216216,1,173.61,kOT,31,142,kD,kM,180,kM,370,550,5000,kS,1,k0,k3,3000,2858,1089,k12,k10,kD,4.28,14.69,30,kO,kF,k3,1
5000,0,2.220498915,1,409.46,kOT,25,0,kC,kT,366,kM,184.4,550.4,400,kS,1,k0,k5,5000,5000,62,k118,k10,kD,140.76,13.5,27,kO,kF,k3,0
78000,19,1.28749231,1,544.12,kOT,39,18213.52,kC,kM,1066,kM,422.62,1488.62,20000,kS,1,k0,k3,78000,59786.48,1467,k83,k10,kD,5.19,13,40,kO,kN,k3,0
36081.74,31,0.51704478,3,217.65,kOT,55,3347.59,kC,kM,603.3,kM,420.95,1024.25,8000,kP,2,k0,k2,36081.74,32734.15,1467,k48,k10,kD,103.5,13,57,kO,kN,k3,0
53096.9,3,0.471688426,0,257.24,kOT,60,254.08,kC,kM,442.46,kM,545.36,987.82,6500,kP,1,k0,k2,53096.9,52842.82,917,k08,k10,kD,676.19,13,61,kO,kN,k3,0
153276.11,23,0.196441683,1,243.46,kOT,50,11938.54,kC,kM,260,kF,1239.35,1499.35,9000,kP,1,k0,k3,153276.11,141337.57,1453,k133,k10,kD,1740.41,13,53,kO,kN,k3,0
18428,5,0.396712329,1,347.52,kOT,26,267,kC,kM,324,kM,876,1200,10000,kU,1,k0,k8,18428,18161,1089,k08,k17,kI,5.41,14.69,25,kO,kF,k4,1
4000,2,0.30627662,2,174.74,kOT,45,3342.55,kC,kM,605.74,kM,570.53,1176.27,5000,kS,1,k0,k3,4000,657.45,1102,k110,k10,kD,19.35,14.69,44,kO,kF,k3,0
98109.23,27,0.476757679,0,279.38,kOT,56,6440.35,kS,kM,275,kF,586,861,10000,kU,1,k0,k2,98109.23,91668.88,1455,k32,k10,kD,0.11,14.69,57,kO,kN,k3,0
1400,5,0.6776,0,304.92,kOT,49,0,kC,kM,250,kM,450,700,300,kS,1,k0,k2,1400,1400,43,k23,k10,kD,40.1,13.5,47,kO,kF,k3,0
23514.61,10,0.49272,0,307.95,kOT,46,6075.47,kS,kM,418,kF,625,1043,9000,kU,1,k0,k2,23514.61,17439.14,1088,k09,k10,kD,1703.73,13.69,47,kO,kN,k3,0
31386.93,2,0.41828231,1,146.06,kOT,42,0,kC,kM,220,kM,349.19,569.19,3000,kU,1,k0,k3,31386.93,31386.93,731,k61,k10,kD,5.42,14.69,41,kO,kN,k3,0
3500,4,0.249199809,0,146.37,kOT,28,490.24,kS,kM,228.85,kM,587.36,816.21,3000,kU,1,k0,k9,3500,3009.76,736,k110,k17,kD,0.11,14.69,27,kO,kF,k4,0
19349.33,0,0.290857143,1,122.16,kOT,23,923.03,kS,kM,230,kM,420,650,2500,kS,1,k0,k5,19349.33,18426.3,740,k08,k10,kD,56.93,14.69,23,kO,kN,k3,0
6000,0,0.392628945,0,280.82,kOT,26,3694.13,kS,kM,358,kM,715.23,1073.23,10000,kU,1,k0,k3,6000,2305.87,1554,k15,k10,kD,5.1,14.69,25,kO,kF,k3,0
5000,8,0.374831858,3,423.56,kOT,39,0,kC,kM,320,kM,1130,1450,15000,kP,1,k0,k2,5000,5000,1481,k08,k10,kD,189.05,14.69,39,kO,kF,k4,0
36457.48,10,0.300054883,0,174.95,kOT,38,3364.86,kS,kM,210,kF,583.06,793.06,5000,kU,3,k0,k2,36457.48,33092.62,1105,k29,k10,kD,94.07,14.69,39,kO,kN,k3,0
7383.59,19,0.351914198,0,146.34,kOT,44,3685.82,kS,kM,145,kM,415.84,560.84,3000,kS,2,k0,k5,7383.59,3697.77,736,k83,k10,kD,1155.63,14.69,47,kO,kN,k3,0
151546.94,9,0.280817096,3,271.23,kOT,35,704.53,kC,kM,453.91,kM,965.86,1419.77,10000,kS,1,k0,k7,151546.94,150842.41,1459,k17,k17,kD,237.18,13,37,kO,kN,k3,0
13531,5,0.319366197,1,90.7,kOT,43,2531,kD,kM,260,kF,284,544,1000,kP,2,k0,k9,13531,11000,371,k72,k17,kD,435.46,14.69,45,kO,kS,k3,0
52414,3,3.689181074,1,4054.41,kOT,38,19810,kC,kB,230,kF,1099,1329,4000,kU,1,k0,k9,52414,32604,81,k23,k17,kD,12.64,13.5,41,kO,kF,k3,0
63289.17,24,0.42235832,0,544.12,kOT,51,30219.93,kS,kM,745.19,kF,1288.29,2033.48,20000,kU,1,k0,k2,63289.17,33069.24,1467,k110,k10,kD,14.64,13,50,kO,kF,k3,0
97339.88,2,0.646107443,3,544.1,kOT,42,12851.95,kC,kM,1714,kM,842.12,2556.12,20000,kS,3,k0,k2,97339.88,84487.93,1561,k26,k10,kD,624.76,13,44,kO,kN,k3,0
36997.09,8,0.575513196,0,196.25,kOT,60,33.76,kC,kM,110,kM,341,451,4000,kP,1,k0,k2,36997.09,36963.33,750,k122,k10,kD,13.51,14.69,60,kO,kN,k3,0
3500,2,0.460413114,0,121.48,kOT,24,0,kS,kM,146.1,kM,263.85,409.95,2500,kP,1,k0,k9,3500,3500,727,k110,k17,kD,52.43,14.69,23,kO,kF,k3,0
27332,10,0.46757172,1,280.01,kOT,33,3052.68,kC,kM,627,kM,598.86,1225.86,10000,kS,1,k0,k3,27332,24279.32,1460,k28,k10,kD,1.85,14.69,32,kO,kF,k3,0
4000,9,0.336442308,0,174.95,kOT,55,0,kS,kM,180,kM,520,700,5000,kS,1,k0,k2,4000,4000,1105,k06,k10,kD,1.21,14.69,54,kO,kF,k3,0
25000,4,0.328884977,0,280.21,kOT,30,2667.5,kS,kM,464,kF,852,1316,10000,kU,1,k0,k9,25000,22332.5,1459,k20,k17,kD,5.1,14.69,29,kO,kF,k3,1
5000,7,0.231024307,0,544.12,kOT,28,0,kS,kM,800,kM,2355.25,3155.25,20000,kS,1,k0,k3,5000,5000,1467,k02,k10,kD,5568.47,13,27,kO,kF,k3,0
64074.44,-1,0.180698782,3,341.34,kOT,33,17632.4,kC,kM,1151,kM,1889,3040,10000,kP,3,k0,k2,64074.44,46442.04,1105,k08,k10,kI,5.1,13,36,kO,kN,k3,0
8000,18,14.47064286,0,4051.78,kOT,78,0,kC,kB,200,kM,280,480,4000,kP,1,k0,k1,8000,8000,35,k26,k10,kD,24.05,13.5,77,kO,kF,k3,0
3000,5,0.468680556,1,202.47,kOT,32,687,kC,kM,472,kM,432,904,5000,kP,1,k0,k6,3000,2313,922,k08,k10,kD,0.11,14.69,31,kO,kA,k3,1
16117,29,0.253846154,1,244.2,kOT,54,0,kC,kM,350,kM,962,1312,7000,kS,1,k0,k8,16117,16117,1098,k111,k17,kD,32.88,14.69,54,kO,kF,k4,0
74724.54,29,0.353305352,0,336.7,kOT,66,1944.27,kC,kM,417,kM,953,1370,12000,kP,2,k0,k2,74724.54,72780.27,1465,k100,k10,kD,5.1,14.69,66,kR,kN,k3,0
67605,1,0.480703229,0,137.26,kOT,25,0,kS,kM,85,kM,285.54,370.54,2200,kU,1,k0,k7,67605,67605,542,k23,k17,kD,346.33,14.69,24,kO,kF,k3,0
11067,5,0.17026485,1,281,kOT,30,0,kC,kM,350,kM,1650.37,2000.37,10000,kU,3,k0,k4,11067,11067,1461,k29,k10,kD,6.83,14.69,32,kO,kF,k3,0
3500,2,0.251125224,0,122.19,kOT,26,1938.12,kS,kM,318,kM,486.57,804.57,2500,kP,1,k0,k3,3500,1561.88,741,k78,k10,kD,4.35,14.69,25,kO,kF,k3,0
13000,2,0.164616788,1,90.21,kOT,24,2638,kS,kM,343,kF,548,891,1000,kS,1,k0,k9,13000,10362,366,k32,k17,kD,1735.46,14.69,26,kO,kF,k3,0
2500,3,0.294186992,0,72.37,kOT,20,0,kS,kM,160,kF,246,406,800,kS,1,k0,k9,2500,2500,365,k23,k17,kD,1.33,14.69,20,kO,kF,k3,0
59922.92,4,0.259925595,1,174.67,kOT,55,1870.53,kC,kM,510,kM,672,1182,5000,kP,1,k0,k3,59922.92,58052.39,1101,k08,k10,kD,34.14,14.69,54,kO,kN,k3,0
140384,10,0.493324742,2,382.82,kOT,41,1921,kC,kM,727,kF,776,1503,8000,kU,1,k0,k8,140384,138463,730,k09,k17,kD,24.09,13,40,kO,kN,k3,0
149256,18,0.480411765,0,408.35,kOT,50,1422,kC,kM,507,kM,850,1357,15000,kS,3,k0,k8,149256,147834,1469,k23,k17,kD,484.55,13,51,kO,kN,k3,0
116345.94,20,1.529797596,0,543.43,kOT,55,13509.08,kS,kM,718,kF,355.23,1073.23,20000,kU,1,k0,k3,116345.94,102836.86,1464,k29,k10,kD,543.68,13,54,kO,kN,k3,0
34838,-2,1.829961574,2,1042.95,kOT,40,1264.91,kC,kS,552.1,kF,569.93,1122.03,1000,kS,2,k0,k3,34838,33573.09,230,k29,k10,kD,31.73,13.5,43,kO,kS,k3,0
3500,2,0.369850784,1,174,kOT,29,0,kS,kM,200,kF,470.46,670.46,5000,kU,1,k0,k5,3500,3500,1094,k29,k10,kD,18.17,14.69,28,kO,kF,k3,0
5000,5,0.359311016,0,195.67,kOT,28,402.89,kS,kM,137.09,kM,544.57,681.66,7000,kP,1,k0,k3,5000,4597.11,1456,k77,k10,kD,0.54,14.69,27,kR,kF,k3,0
279858.43,0,17.64412541,0,10692.34,kOT,60,15641,kV,kA,828,kF,606,1434,9500,kU,1,k0,k6,279858.43,264217.43,329,k26,k10,kD,21272.28,13.5,62,kO,kF,k3,0
17500,8,1.74875,0,419.7,kOT,63,993.09,kD,kM,260,kF,240,500,400,kP,1,k0,k9,17500,16506.91,304,k03,k17,kD,168.74,13.5,65,kO,kF,k3,0
23691.57,1,0.664613494,0,421.89,kOT,42,0,kC,kM,478.66,kF,634.79,1113.45,15000,kP,2,k0,k2,23691.57,23691.57,1471,k76,k10,kD,50.47,14.69,45,kR,kN,k4,0
15500,2,0.173235294,1,135.47,kOT,27,12669,kC,kM,1221,kF,782,2003,1500,kU,1,k0,k8,15500,2831,361,k15,k17,kD,36.83,14.69,30,kO,kF,k3,0
5000,3,0.492987013,1,341.64,kOT,31,690.29,kD,kM,355,kM,693,1048,7000,kS,1,k0,k9,5000,4309.71,737,k110,k17,kD,136.13,14.69,30,kO,kF,k4,0
36859.87,1,0.244873239,0,173.86,kOT,51,2514.36,kC,kM,250,kM,710,960,5000,kS,1,k0,k2,36859.87,34345.51,1090,k19,k10,kD,31.72,14.69,54,kO,kN,k3,0
4500,2,0.451768953,0,125.14,kOT,65,0,kS,kM,164,kF,277,441,2000,kP,1,k0,k9,4500,4500,549,k22,k17,kD,1.03,14.69,64,kO,kF,k3,0
133826.38,-2,0.367196052,0,218.03,kOT,61,3610.41,kD,kM,247.42,kF,593.77,841.19,8000,kS,2,k0,k2,133826.38,130215.97,1472,k26,k10,kD,790.89,13,63,kO,kN,k3,0
192442.01,5,0.407470927,1,270.85,kOT,33,25240.88,kC,kM,1603.4,kF,664.71,2268.11,10000,kU,2,k0,k2,192442.01,167201.13,1455,k32,k10,kD,5.14,13,36,kO,kF,k3,0
142311.8,11,8.083638831,2,20727.42,kOT,45,7827.21,kC,kM,910,kM,2564.12,3474.12,20000,kU,1,k0,k3,142311.8,134484.59,105,k08,k10,kI,5.12,13.5,47,kO,kN,k3,0
149846,19,0.500127796,1,156.54,kOT,49,3830,kD,kM,627,kF,313,940,4500,kU,1,k0,k2,149846,146016,1091,k29,k10,kD,86.22,14.69,48,kO,kN,k3,0
4000,2,0.170304488,0,75.06,kOT,29,0,kS,kM,180,kM,440.74,620.74,700,kU,2,k0,k6,4000,4000,306,k34,k10,kD,1.8,14.69,31,kR,kF,k3,0
8000,1,0.201275064,0,391.48,kOT,29,5060,kS,kM,613,kM,1945,2558,14000,kU,1,k0,k8,8000,2940,1457,k01,k17,kD,345.64,14.69,28,kR,kF,k3,0
4000,3,0.489013777,0,125.3,kOT,25,0,kS,kM,220,kM,256.23,476.23,2000,kS,1,k0,k6,4000,4000,552,k105,k10,kD,123.8,14.69,26,kO,kA,k3,0
8002,4,0.208510638,1,147,kOT,25,6319,kC,kM,130,kM,705,835,3000,kS,4,k0,k4,8002,1683,733,k68,k10,kD,13.97,14.69,6,kO,kF,k3,0
206339.03,-1,0.230398234,0,271.34,kOT,60,2900,kC,kM,520,kM,1177.7,1697.7,10000,kU,2,k0,k6,206339.03,203439.03,1462,k26,k10,kD,24.02,13,61,kO,kN,k3,0
84529.32,8,0.893388922,1,225,kOT,32,18459,kC,kM,810,kM,251.85,1061.85,8000,kS,1,k0,k4,84529.32,66070.32,1468,k21,k10,kD,5.76,14.69,34,kO,kF,k3,0
67282,2,0.406523179,0,245.54,kOT,32,3136,kS,kM,165,kF,604,769,7000,kU,1,k0,k1,67282,64146,1110,k29,k10,kD,1850.74,14.69,33,kO,kN,k3,0
114000,6,8.111637681,0,5597.03,kOT,48,0,kC,kA,190,kF,690,880,5000,kP,1,k0,k3,114000,114000,313,k22,k10,kD,2071.65,13.5,48,kO,kN,k3,0
65548,5,0.268932806,2,204.12,kOT,32,8631,kC,kM,816,kM,759,1575,6000,kU,2,k0,k6,65548,56917,1100,k94,k10,kD,5.1,13,33,kO,kN,k3,0
5000,5,0.433023566,0,337.36,kOT,31,0,kS,kM,180,kM,779.08,959.08,12000,kU,1,k0,k7,5000,5000,1470,k123,k17,kD,43.25,14.69,30,kO,kF,k3,0
19345,0,0.334073846,2,542.87,kOT,32,1327,kC,kM,550,kF,1625,2175,20000,kU,1,k0,k8,19345,18018,1461,k23,k17,kD,795.3,13,34,kO,kS,k3,0
131000,6,7.13084507,0,1012.58,kOT,72,0,kC,kM,170,kF,142,312,1000,kP,1,k0,k3,131000,131000,33,k26,k10,kD,7.58,13.5,75,kO,kN,k3,0
3000,24,7.095416667,0,1021.74,kOT,49,0,kS,kM,231,kF,144,375,1000,kS,1,k0,k2,3000,3000,57,k72,k10,kD,0.05,13.5,50,kO,kF,k3,0
55417.47,5,0.365912249,1,281.8,kOT,36,0,kC,kM,250,kF,770.13,1020.13,10000,kP,1,k0,k1,55417.47,55417.47,1476,k10,k10,kD,44.4,14.69,36,kR,kN,k3,0
13500,0,0.190810966,1,146.02,kOT,24,5990,kS,kM,230,kF,765.26,995.26,3000,kU,2,k0,k3,13500,7510,732,k15,k10,kD,47.18,14.69,27,kO,kS,k3,0
10517.66,1,0.196989247,1,146.56,kOT,30,0,kS,kM,250,kF,744,994,3000,kS,1,k0,k1,10517.66,10517.66,740,k09,k10,kD,0,14.69,29,kO,kS,k3,0
5000,2,0.451703704,0,121.96,kOT,24,0,kS,kM,190,kF,270,460,2500,kP,1,k0,k5,5000,5000,736,k72,k10,kD,1.6,14.69,26,kR,kF,k3,0
16500,8,0.292408768,2,244.79,kOT,33,7190.67,kC,kM,710,kM,837.15,1547.15,5100,kU,2,k0,k3,16500,9309.33,739,k29,k10,kD,18.13,13,34,kO,kF,k3,0
21709,1,0.350450428,0,281.65,kOT,30,11127.79,kS,kM,751.04,kF,803.68,1554.72,10000,kU,1,k0,k7,21709,10581.21,1475,k17,k17,kD,14.78,14.69,32,kO,kF,k4,0
70612,3,0.599753521,0,170.33,kOT,59,26714,kC,kM,1217,kM,284,1501,3500,kP,2,k0,k8,70612,43898,730,k26,k17,kD,1802.84,14.69,62,kO,kN,k3,0
41434.64,10,0.975843606,2,548.59,kOT,32,25004,kC,kM,2050.28,kM,562.17,2612.45,20000,kU,1,k0,k7,41434.64,16430.64,1455,k23,k17,kD,6.72,13.69,31,kO,kN,k3,0
164376.19,1,0.198117019,0,225.58,kOT,26,17193.26,kS,kM,458.43,kF,1138.62,1597.05,2500,kU,2,k0,k7,164376.19,147182.93,359,k23,k17,kD,40.96,14.69,28,kO,kF,k3,0
33626.55,3,0.301436782,1,94.41,kOT,55,0,kC,kM,220,kM,313.2,533.2,1500,kS,2,k0,k2,33626.55,33626.55,564,k08,k10,kD,637.04,14.69,57,kR,kN,k3,0
72962.81,25,0.515787879,0,170.21,kOT,48,9596.35,kC,kM,679,kM,330,1009,3500,kP,1,k0,k2,72962.81,63366.46,735,k85,k10,kI,1.17,14.69,50,kR,kN,k3,0
4800,3,0.670744681,0,126.1,kOT,30,1909.72,kS,kM,330,kF,188,518,2000,kU,2,k0,k2,4800,2890.28,567,k29,k10,kD,2.1,14.69,33,kO,kF,k3,0
5000,4,0.386553191,1,181.68,kOT,33,508.06,kD,kM,280,kF,470,750,6500,kS,1,k0,k5,5000,4491.94,1456,k110,k10,kD,6.23,14.69,33,kR,kF,k3,1
91891.59,12,0.253550725,0,174.95,kOT,53,8293.67,kS,kM,180,kF,690,870,5000,kP,1,k0,k2,91891.59,83597.92,1105,k72,k10,kD,1.18,14.69,55,kR,kN,k3,0
96024,10,0.484446367,0,280.01,kOT,57,43088,kC,kM,964,kM,578,1542,10000,kP,1,k0,k3,96024,52936,1460,k26,k10,kD,6.55,14.69,59,kO,kN,k3,0
4000,2,0.421835749,2,174.64,kOT,28,2681,kS,kM,410,kM,414,824,5000,kP,2,k0,k8,4000,1319,1101,k68,k17,kD,0.78,14.69,27,kO,kF,k3,1
43841,7,0.224939759,1,112.02,kOT,47,0,kC,kM,430,kM,498,928,3200,kS,1,k0,k1,43841,43841,1100,k22,k10,kD,286.51,14.69,50,kR,kN,k3,0
3000,-1,0.832048118,0,161.85,kOT,23,0,kS,kM,155,kM,194.52,349.52,4000,kS,1,k0,k6,3000,3000,920,k12,k10,kD,10.77,14.69,25,kO,kA,k3,1
229070,19,0.379618605,1,408.09,kOT,56,22104,kS,kM,1301,kF,1075,2376,15000,kU,1,k0,k6,229070,206966,1467,k15,k10,kD,26.92,13,57,kO,kN,k3,0
78459.29,7,1.241840443,1,703.9,kOT,52,33100.27,kC,kM,2865.59,kM,566.82,3432.41,25000,kS,1,k0,k3,78459.29,45359.02,1474,k23,k17,kD,5.1,14.69,54,kO,kN,k4,1
54401,8,0.445490909,0,122.51,kOT,68,5661,kD,kM,847,kF,275,1122,3500,kU,1,k0,k1,54401,48740,1106,k26,k10,kD,55.14,14.69,67,kO,kN,k3,0
14772,1,0.374116866,0,281.71,kOT,37,5177,kC,kM,580,kM,753,1333,10000,kS,1,k0,k8,14772,9595,1475,k78,k17,kD,178.32,14.69,36,kO,kF,k3,0
78909,3,0.469178571,1,394.11,kOT,42,15151,kC,kM,410,kM,840,1250,14000,kS,1,k0,k1,78909,63758,1469,k08,k10,kD,1.36,14.69,41,kO,kP,k3,0
168079.02,23,0.317085517,0,582.54,kOT,49,15927.39,kC,kM,513,kF,1837.17,2350.17,6500,kU,2,k0,k3,168079.02,152151.63,364,k29,k10,kD,2255.05,13,51,kO,kN,k3,0
13375.2,5,0.362153846,0,94.16,kOT,25,0,kS,kM,140,kF,260,400,1500,kS,1,k0,k9,13375.2,13375.2,557,k122,k17,kD,0.74,14.69,24,kO,kF,k3,0
13696.57,3,0.353852757,0,156.64,kOT,36,0,kC,kM,498.27,kM,442.67,940.94,2500,kU,1,k0,k7,13696.57,13696.57,553,k01,k17,kD,2.69,14.69,35,kO,kF,k3,0
171808.27,7,0.247411444,2,272.4,kOT,39,34377,kC,kM,600,kF,1101,1701,10000,kU,1,k0,k1,171808.27,137431.27,1471,k17,k10,kD,238.79,13,40,kO,kN,k3,0
97508,1,0.316830601,1,173.94,kOT,55,7840,kC,kM,893,kM,549,1442,5000,kU,1,k0,k6,97508,89668,1091,k23,k10,kD,5.11,14.69,55,kO,kN,k3,0
8121.24,0,0.289537713,2,119,kOT,24,602.9,kC,kM,360,kF,411,771,900,kP,1,k0,k4,8121.24,7518.34,242,k85,k10,kI,58.48,14.69,27,kO,kF,k3,0
15000,10,17.86378641,0,7359.88,kOT,71,6131,kC,kS,3388,kF,412,3800,7000,kU,1,k0,k2,15000,8869,139,k26,k10,kD,222.27,13.5,71,kO,kF,k3,0
71516.6,13,0.373615348,2,279.27,kOT,33,5810.49,kS,kM,496,kM,747.48,1243.48,10000,kS,2,k0,k7,71516.6,65706.11,1454,k28,k17,kD,926.88,14.69,34,kO,kN,k3,0
74279,0,0.579468439,0,174.42,kOT,60,15000,kC,kM,749,kM,301,1050,5000,kP,1,k0,k8,74279,59279,1098,k08,k17,kD,0.11,14.69,61,kO,kN,k3,0
5000,2,0.338179258,1,81.65,kOT,25,0,kS,kM,190,kF,241.44,431.44,900,kS,1,k0,k7,5000,5000,372,k15,k17,kD,14.46,14.69,24,kO,kA,k3,0
82000,1,0.181089965,1,209.34,kOT,26,0,kS,kM,345,kM,1156,1501,6000,kS,1,k0,k2,82000,82000,1098,k08,k10,kD,0.11,14.69,27,kR,kF,k3,0
53000,16,7.842178218,0,3168.24,kOT,68,6834.22,kC,kS,976,kM,404,1380,3000,kS,1,k0,k7,53000,46165.78,147,k26,k17,kD,302.97,13.5,69,kO,kF,k3,0
22285.57,5,0.374466951,0,281,kOT,41,8524.49,kC,kM,297,kM,750.4,1047.4,10000,kP,1,k0,k4,22285.57,13761.08,1464,k129,k17,kD,597.21,14.69,42,kR,kN,k3,0
7500,6,0.263767383,0,208.64,kOT,25,4742,kS,kM,280,kF,791,1071,6000,kS,1,k0,k2,7500,2758,1090,k09,k10,kD,19.19,14.69,25,kO,kF,k3,1
68174.42,2,0.326191862,1,173.72,kOT,57,0,kC,kM,305,kF,532.57,837.57,5000,kU,3,k0,k6,68174.42,68174.42,1088,k29,k10,kD,1815.17,14.69,58,kO,kA,k3,0
264569.82,34,0.381555698,0,202.98,kOT,54,4429.91,kC,kM,1081.08,kM,531.98,1613.06,5000,kS,1,k0,k7,264569.82,260139.91,928,k110,k17,kD,0.11,14.69,53,kO,kN,k3,1
20277.89,33,0.21897555,1,156.55,kOT,59,11287.25,kC,kM,883,kF,714.92,1597.92,4500,kS,2,k0,k3,20277.89,8990.64,1091,k29,k10,kD,5.13,14.69,58,kR,kN,k3,1
40368.98,8,0.345603448,1,200.45,kOT,42,609.47,kC,kM,190,kM,580,770,3200,kP,2,k0,k5,40368.98,39759.51,552,k08,k10,kD,5.18,14.69,43,kR,kN,k3,0
28926,2,0.291441691,1,389.71,kOT,31,966,kC,kM,370,kM,1337.18,1707.18,8000,kU,1,k0,k1,28926,27960,733,k23,k10,kD,30.86,14.69,33,kO,kF,k3,0
97899,2,0.789944033,0,175.02,kOT,64,2000,kC,kM,395,kM,221.56,616.56,5000,kU,2,k0,k6,97899,95899,1106,k26,k10,kD,115.09,14.69,65,kO,kN,k3,0
66353,16,0.353575758,2,175.02,kOT,36,41766,kC,kM,2697,kF,495,3192,5000,kU,1,k0,k2,66353,24587,1106,k80,k10,kD,0.87,14.69,35,kO,kN,k3,0
83000,2,19.75705882,2,3358.7,kOT,45,0,kC,kT,190,kF,170,360,3200,kT,1,k0,k3,83000,83000,130,k42,k10,kD,0.09,13.5,44,kO,kN,k3,0
63698.55,27,0.269724488,1,175.24,kOT,57,0,kC,kM,1346.88,kF,649.7,1996.58,5000,kS,2,k0,k3,63698.55,45667.7,1109,k23,k10,kD,30.66,14.69,56,kO,kN,k3,0
34207,2,0.19105,1,343.89,kOT,44,0,kC,kM,335,kF,1800,2135,10000,kP,2,k0,k1,34207,34207,1098,k10,k10,kD,735.62,13.69,47,kO,kF,k3,0
31569.14,13,0.457395833,0,175.64,kOT,52,3096.67,kC,kM,630,kF,384,1014,5000,kS,1,k0,k2,31569.14,28472.47,1115,k12,k10,kD,12.42,14.69,51,kO,kN,k3,0
64707.62,14,0.304126984,3,210.76,kOT,40,259.8,kC,kM,438,kM,693,1131,6000,kU,1,k0,k2,64707.62,64447.82,1115,k122,k10,kD,13.5,14.69,39,kO,kN,k4,0
22690,1,0.455236348,1,138.97,kOT,23,22093.77,kS,kM,848.05,kM,305.27,1153.32,4000,kS,1,k0,k3,22690,596.23,1088,k28,k10,kD,0.78,14.69,23,kO,kF,k3,0
12780,2,0.161874194,2,184.59,kOT,29,5736.9,kC,kM,804.77,kM,1140.33,1945.1,3000,kU,1,k0,k7,12780,7043.1,539,k23,k17,kD,17.67,13,30,kO,kS,k3,0
5000,7,0.302093218,1,108.24,kOT,32,628,kS,kM,235,kF,358.3,593.3,1200,kU,3,k0,k2,5000,4372,358,k76,k10,kD,2667.33,14.69,32,kR,kF,k3,0
5000,3,0.239734219,1,72.16,kOT,41,0,kS,kM,250,kF,301,551,800,kP,4,k0,k6,5000,5000,358,k42,k10,kD,5.36,14.69,44,kO,kS,k3,0
8000,1,0.167786782,0,94.62,kOT,62,520.17,kC,kM,270,kM,563.93,833.93,1500,kP,3,k0,k3,8000,7479.83,568,k26,k10,kD,658.57,14.69,65,kO,kF,k3,0
31000,8,0.818125,0,170.17,kOT,44,16931.03,kS,kM,180,kM,208,388,5000,kU,2,k0,k2,31000,14068.97,1097,k29,k10,kD,799.98,13,47,kO,kN,k3,0
35000,4,1.9014,0,1045.77,kOT,63,1000,kD,kM,250,kF,550,800,1000,kS,1,k0,k2,35000,34000,120,k85,k17,kI,20.34,13.5,63,kO,kF,k3,0
35099.8,6,0.260625,1,145.95,kOT,56,0,kD,kM,260,kF,560,820,3000,kU,2,k0,k3,35099.8,33235.56,735,k29,k10,kD,5.56,14.69,57,kR,kN,k3,0
