X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,Y
65000,2,5.323564103,0,2076.19,kOT,75,0,kC,kA,210,kM,390,600,2000,kP,2,k0,k6,65000,65000,92,k26,k10,kD,478.92,14.69,74,kO,kF,k3,0
5000,2,0.505533826,0,288.22,kOT,26,0,kS,kM,140,kM,570.13,710.13,12000,kS,2,k0,k3,5000,5000,1831,k28,k10,kD,722.35,14.69,25,kR,kF,k3,0
3000,0,0.239034942,0,143.66,kOT,69,0,kS,kM,200,kF,601,801,3000,kS,3,k0,k3,3000,3000,733,k26,k10,kD,1312.4,13,68,kO,kN,k3,0
5000,10,0.399734513,0,90.34,kOT,76,0,kD,kM,175,kF,226,401,1000,kS,1,k0,k8,5000,5000,362,k26,k17,kD,5.1,14.69,75,kO,kA,k3,0
5000,1,0.268992674,2,146.87,kOT,27,0,kC,kM,275,kM,546,821,3000,kS,1,k0,k2,5000,5000,746,k08,k10,kD,5.1,14.69,27,kO,kF,k3,0
11948,3,0.39377193,0,224.45,kTF,22,4800,kS,kM,180,kM,570,750,8000,kS,2,k0,k2,11948,7148,1465,k08,k10,kD,1498.91,14.69,23,kR,kF,k4,0
3000,0,0.336666667,0,90.9,kOT,40,179,kS,kM,180,kM,270,450,1000,kP,2,k0,k1,3000,2821,379,k10,k10,kD,7.96,14.69,40,kO,kS,k3,0
5000,2,0.223853007,1,100.51,kOT,23,1050,kC,kM,280,kF,449,729,1600,kP,2,k0,k9,5000,3950,559,k12,k17,kD,347.05,14.69,23,kO,kF,k3,0
21735,0,0.207028169,0,146.99,kOT,27,1802,kS,kM,210,kF,710,920,3000,kU,1,k0,k9,21735,19933,748,k94,k17,kD,47.67,14.69,28,kO,kF,k3,0
86807,3,0.882319749,0,281.46,kOT,57,76511,kC,kM,1986,kM,319,2305,10000,kU,1,k0,k9,86807,10296,1473,k26,k17,kD,22.27,14.69,57,kO,kN,k3,0
5000,1,0.270471367,0,138.86,kOT,26,1716.17,kS,kM,190,kM,513.4,703.4,4000,kS,1,k0,k7,5000,3283.83,1087,k110,k17,kD,8.36,14.69,26,kO,kF,k3,0
131886,2,0.498540246,1,365.43,kTF,30,25120,kC,kM,946,kM,733,1679,13000,kU,2,k0,k2,131886,106766,1470,k23,k10,kD,10.18,14.69,30,kR,kF,k4,0
5000,14,0.373837384,1,174.44,kTF,41,0,kS,kM,253.07,kM,466.62,719.69,5000,kS,1,k0,k7,5000,5000,1099,k80,k17,kD,5.1,14.69,40,kO,kF,k4,1
5833,1,0.198297872,3,121.16,kOT,35,2342,kC,kM,572,kM,611,1183,2500,kP,1,k0,k8,5833,3491,721,k22,k17,kD,16.66,14.69,35,kO,kF,k3,0
62446,9,0.496231156,0,197.5,kTF,55,3647,kC,kM,300,kM,398,698,7000,kP,1,k0,k1,62446,58799,1479,k95,k10,kD,39.38,14.69,54,kO,kN,k4,0
155000,18,3.134688204,0,4172.27,kOT,69,0,kC,kM,320,kF,1331,1651,4000,kU,6,k0,k7,155000,155000,104,k89,k17,kI,5.66,14.69,70,kO,kN,k3,0
360167,5,0.652134831,1,174.12,kTF,41,4778,kS,kM,366,kM,267,633,5000,kS,1,k0,k9,360167,355389,1095,k60,k17,kD,1760.53,14.69,41,kO,kN,k4,0
40682,1,0.357726692,0,280.1,kOT,44,24367,kC,kM,617,kM,783,1400,10000,kU,2,k0,k9,40682,16315,247,k08,k17,kD,5.1,14.69,44,kO,kF,k3,1
147752,0,0.409565916,1,254.75,kOT,30,6144,kC,kM,530,kF,622,1152,11000,kS,3,k0,k1,147752,141608,1836,k23,k10,kD,161.67,13,30,kR,kF,k3,0
5000,20,0.418642387,1,139.32,kOT,45,0,kS,kM,190,kF,332.79,522.79,4000,kP,3,k0,k6,5000,5000,1095,k72,k10,kD,49.01,14.69,45,kR,kF,k3,0
15550,6,0.345190184,2,281.33,kOT,40,3697,kC,kM,355,kM,815,1170,10000,kS,2,k0,k9,15550,11853,1472,k02,k17,kD,348.74,14.69,40,kR,kF,k3,0
3000,3,0.423272727,1,139.68,kOT,31,0,kS,kM,220,kF,330,550,4000,kP,2,k0,k6,3000,3000,1102,k42,k10,kD,17.24,14.69,29,kR,kF,k3,0
10500,11,0.162965716,3,175.4,kOT,31,0,kC,kM,295,kM,1076.3,1371.3,5000,kS,2,k0,k5,10500,10500,1112,k28,k10,kD,49.71,14.69,32,kO,kF,k3,0
47213.84,24,0.326901566,0,280.56,kOT,50,14130.68,kS,kM,633.22,kF,858.24,1491.46,10000,kU,3,k0,k7,47213.84,33083.16,1558,k32,k17,kD,5.12,14.69,50,kR,kN,k3,1
66598.66,1,0.195057221,0,138.91,kTF,32,36300,kC,kM,550,kM,712.15,1262.15,4000,kU,3,k0,k6,66598.66,30298.66,1088,k12,k10,kD,0.11,14.69,32,kO,kN,k4,0
75000,7,168.7456,1,84372.8,kOT,64,8060,kC,kM,829,kF,500,1329,80000,kS,1,k0,k7,75000,66940,132,k26,k17,kD,4097.35,14.69,63,kO,kF,k3,0
64404.5,6,0.369520366,0,361.79,kOT,63,3813.91,kC,kM,443.37,kF,979.08,1422.45,15000,kU,1,k0,k7,64404.5,60590.59,1842,k29,k17,kD,31,14.69,62,kO,kN,k3,0
7518,1,0.396818182,0,174.6,kOT,22,2669,kS,kM,210,kF,440,650,5000,kS,2,k0,k6,7518,4849,1102,k08,k10,kD,1000.15,14.69,23,kO,kF,k3,0
115868.02,6,0.494917182,0,208.86,kTF,66,0,kC,kM,240,kM,422.01,662.01,6000,kP,1,k0,k7,115868.02,115868.02,1096,k26,k17,kD,1441.59,14.69,63,kO,kN,k4,0
110988,1,0.374445306,1,482.66,kOT,35,3225,kD,kM,1024,kF,1289,2313,10000,kU,3,k0,k8,110988,107763,736,k23,k17,kD,491.68,13.69,35,kO,kN,k3,0
86554,6,0.491442716,0,347.45,kOT,26,4580,kC,kM,180,kF,707,887,10000,kS,1,k0,k9,86554,81974,1180,k23,k17,kD,5.1,14.69,25,kO,kN,k3,0
23400,8,1.286621888,1,601.47,kOT,34,20928,kC,kM,832,kM,467.48,1299.48,25000,kP,2,k0,k4,23400,2472,1835,k13,k10,kD,174.7,14.69,34,kR,kF,k3,0
5000,1,0.256038647,0,174.9,kOT,30,0,kS,kM,190,kF,683.1,873.1,5000,kU,1,k0,k7,5000,5000,1106,k23,k17,kD,218.37,14.69,29,kO,kF,k3,0
113171,14,0.467541528,1,281.46,kOT,33,60477,kC,kM,990,kM,602,1592,10000,kS,1,k0,k1,113171,52694,1473,k28,k10,kD,37.68,14.69,33,kO,kN,k3,0
69149.09,15,0.521428571,1,175.2,kOT,49,6452.89,kD,kM,804,kF,336,1140,5000,kU,1,k0,k2,69149.09,62696.2,1110,k29,k10,kD,342.4,14.69,49,kO,kN,k3,0
5000,6,0.255508772,0,145.64,kOT,30,2818.11,kS,kM,160,kM,570,730,3000,kU,4,k0,k2,5000,2181.89,725,k09,k10,kD,77.85,14.69,30,kO,kF,k3,0
5000,2,0.409309492,0,175.34,kOT,31,4321.98,kC,kM,310,kM,428.38,738.38,5000,kU,1,k0,k7,5000,678.02,1112,k23,k17,kD,5.1,14.69,30,kO,kF,k3,0
5300,4,0.310290909,0,170.66,kOT,23,0,kC,kM,245,kF,550,795,3500,kS,1,k0,k6,5300,5300,736,k12,k10,kD,6.28,14.69,22,kO,kF,k3,0
23982,2,0.466653846,0,121.33,kOT,57,0,kV,kM,140,kF,260,400,3000,kP,1,k0,k1,23982,23982,924,k10,k10,kD,50.51,14.69,57,kO,kN,k3,0
5000,2,0.255988287,1,174.84,kOT,38,2319.87,kS,kM,517,kM,683,1200,5000,kS,1,k0,k2,5000,2680.13,1105,k80,k10,kD,5.1,14.69,37,kO,kF,k3,0
24000,1,3.16272,2,1581.36,kOT,32,0,kD,kT,200,kM,500,700,1500,kS,2,k0,k6,24000,24000,131,k19,k10,kD,25.35,14.69,31,kO,kF,k3,0
5000,2,0.338396853,0,174.65,kOT,29,0,kS,kM,160,kF,516.11,676.11,1000,kU,3,k0,k3,5000,5000,184,k59,k10,kD,833.8,14.69,30,kO,kF,k3,0
35814.25,8,0.437107143,0,122.39,kOT,64,0,kD,kM,170,kF,280,450,2500,kT,1,k0,k2,35814.25,35814.25,746,k107,k10,kD,123.76,14.69,63,kO,kN,k3,0
5000,2,0.473083333,0,113.54,kOT,35,785.46,kS,kM,160,kM,240,400,1800,kS,3,k0,k2,5000,4214.54,569,k07,k10,kD,2.65,14.69,34,kR,kF,k3,0
100087.95,40,0.46865438,2,197.58,kOT,61,15079.49,kD,kM,850,kM,421.59,1271.59,6000,kU,4,k0,k3,100087.95,85008.46,1203,k29,k10,kD,52.41,14.69,61,kO,kA,k3,0
50000,6,19.03284483,0,11039.05,kMC,56,0,kD,kM,220,kF,580,800,9600,kS,1,k0,k9,50000,50000,362,k85,k17,kI,1071.49,14.69,56,kO,kN,k3,0
40572,16,0.549317739,2,281.8,kOT,44,8095,kC,kM,567,kM,513,1080,10000,kS,2,k0,k1,40572,32477,1476,k08,k10,kD,7592.49,14.69,45,kR,kN,k3,0
5000,1,0.466161674,1,121.85,kOT,25,2352.74,kS,kM,190,kF,261.39,451.39,2500,kS,1,k0,k7,5000,2647.26,735,k23,k17,kD,2.61,14.69,24,kO,kF,k3,0
17000,5,1.76316831,1,1069.15,kOT,56,3583.18,kC,kM,593.62,kM,606.38,1200,1000,kS,2,k0,k7,17000,13416.82,167,k22,k17,kD,2073.47,14.69,57,kO,kF,k3,0
45005,8,0.264750236,2,280.9,kTF,37,9900,kC,kM,595,kF,1061,1656,10000,kP,2,k0,k2,45005,35105,1468,k73,k10,kI,5.4,14.69,38,kO,kN,k4,0
50300,7,0.129687003,1,244.46,kTF,29,14287,kC,kM,730,kM,1885,2615,7000,kU,2,k0,k4,50300,36013,1102,k67,k10,kI,8.88,14.69,29,kO,kF,k4,0
9695,6,0.477204545,2,209.97,kOT,34,0,kC,kM,340,kM,440,780,6000,kP,2,k0,k1,9695,9695,1107,k12,k10,kD,8.31,14.69,33,kO,kN,k3,0
5000,4,0.360246479,0,102.31,kOT,30,1723,kS,kM,240,kM,284,524,2100,kS,2,k0,k8,5000,3277,734,k76,k17,kD,5.1,14.69,29,kR,kF,k3,0
92791,7,0.133889103,2,347.71,kOT,36,39400,kC,kM,2577,kF,2597,5174,10000,kU,4,k0,k6,92791,53391,1091,k32,k10,kD,73.86,14.69,35,kR,kN,k3,0
103855,3,0.243110014,1,344.73,kOT,49,11200,kC,kM,860,kM,1418,2278,10000,kS,1,k0,k2,103855,92655,1196,k08,k10,kD,2.1,13.69,49,kO,kF,k3,0
22833,9,0.246208054,0,146.74,kOT,48,9175,kS,kM,2637,kF,596,3233,3000,kU,1,k0,k9,22833,13658,744,k09,k17,kD,41.49,14.69,48,kO,kF,k3,0
139763,17,0.65890625,0,463.87,kOT,56,26790,kC,kM,1531,kM,704,2235,20000,kU,1,k0,k1,139763,112973,1840,k23,k10,kD,546.9,13,55,kO,kN,k3,0
65121.83,11,0.516258134,2,475.99,kTF,43,1989.58,kC,kM,478,kM,922,1400,17000,kU,4,k0,k2,65121.83,63132.25,1460,k85,k10,kI,5.1,14.69,41,kO,kN,k4,0
73055,10,0.366981132,1,272.3,kOT,32,5767,kC,kM,215,kM,742,957,10000,kU,1,k0,k9,73055,67288,1470,k118,k17,kD,13.51,13,32,kO,kF,k3,0
3000,6,0.492434783,0,113.26,kOT,43,0,kS,kM,188,kM,230,418,1800,kS,1,k0,k9,3000,3000,563,k12,k17,kD,5.1,14.69,42,kO,kS,k3,0
159404,10,0.346933769,3,848.6,kMC,49,3855,kC,kM,470,kM,2446,2916,25000,kS,3,k0,k1,159404,155549,1091,k85,k10,kD,13651.75,13,48,kO,kN,k3,0
17000,2,1.05775,0,634.65,kOT,20,0,kS,kT,150,kF,600,750,6000,kP,1,k0,k4,17000,17000,1101,k67,k10,kI,14.99,14.69,19,kO,kF,k3,0
39773,7,0.498079208,2,503.06,kOT,40,13743,kC,kM,310,kF,1010,1320,21000,kP,4,k0,k1,39773,26030,1824,k42,k10,kD,3532.5,14.69,39,kR,kN,k3,0
5000,4,0.50754386,0,289.3,kTF,26,4928.36,kS,kM,160,kM,570,730,12000,kS,3,k0,k2,5000,71.64,1840,k79,k10,kD,9.24,14.69,26,kR,kF,k4,0
16136,3,0.406079295,1,276.54,kOT,28,8748,kS,kM,495,kF,681,1176,6800,kU,1,k0,k8,16136,7388,934,k23,k17,kD,10.15,14.69,28,kO,kF,k3,0
4000,9,0.39994302,1,140.38,kOT,31,445,kS,kM,220,kM,351,571,5000,kS,1,k0,k8,4000,3555,1467,k110,k17,kD,5.1,14.69,31,kO,kF,k3,0
5000,23,0.465705128,1,72.65,kOT,62,0,kC,kM,233,kM,156,389,800,kS,2,k0,k2,5000,5000,375,k70,k10,kD,1.16,14.69,62,kO,kF,k3,0
4000,6,0.333933684,0,72.31,kOT,66,0,kS,kM,180,kF,216.54,396.54,800,kP,1,k0,k3,4000,4000,363,k26,k10,kD,3678.13,14.69,67,kO,kF,k3,0
5000,15,0.360034662,2,207.74,kOT,43,0,kC,kM,240,kF,577,817,1200,kU,3,k0,k3,5000,5000,178,k29,k10,kD,747.32,13.69,44,kO,kF,k3,0
32399.9,2,0.180326087,0,99.54,kOT,26,0,kS,kM,349,kF,552,901,750,kU,4,k0,k4,32399.9,32399.9,249,k23,k10,kD,19.48,14.69,26,kR,kF,k3,0
136010.34,3,0.185854093,0,104.45,kOT,60,2982,kV,kM,507,kF,562,1069,600,kU,6,k0,k6,136010.34,133028.34,181,k26,k10,kD,22.5,14.69,60,kR,kN,k3,0
5000,10,0.498074074,0,201.72,kOT,27,0,kC,kM,195,kF,405,600,5000,kU,3,k0,k2,5000,5000,915,k110,k10,kD,1662.5,14.69,26,kO,kF,k3,0
403295,18,0.456237425,0,226.75,kOT,71,2873,kC,kM,563,kF,497,1060,6500,kP,2,k0,k6,403295,400422,1192,k85,k10,kI,4.11,14.69,71,kO,kN,k3,0
53000,18,22.79707921,0,9210.02,kMC,70,6834.22,kC,kA,976,kM,404,1380,6000,kS,2,k0,k7,53000,46165.78,1292,k26,k17,kD,302.97,14.69,69,kO,kF,k3,0
15000,3,0.452002519,1,717.78,kOT,51,14900,kC,kM,280,kM,1588,1868,30000,kU,2,k0,k1,15000,100,1913,k80,k10,kD,5.1,14.69,50,kR,kF,k3,0
3000,0,0.254070081,0,94.26,kOT,42,0,kS,kM,130,kM,371,501,1500,kU,2,k0,k2,3000,3000,560,k08,k10,kD,21.9,14.69,42,kO,kF,k3,0
5000,5,0.239477318,0,242.83,kOT,27,1507,kS,kM,219,kM,1014,1233,5000,kS,2,k0,k9,5000,3493,726,k08,k17,kD,18.81,14.69,27,kR,kF,k3,0
5000,7,8.984791667,0,2156.35,kOT,56,0,kS,kS,210,kF,240,450,2020,kP,3,k0,k9,5000,5000,163,k72,k17,kD,823.6,14.69,57,kO,kF,k3,0
5000,7,0.246774694,2,174.83,kOT,41,1496.71,kD,kM,375.76,kM,708.46,1084.22,5000,kU,1,k0,k7,5000,3503.29,1105,k110,k17,kD,2.8,14.69,40,kO,kF,k3,1
5000,1,1.681137725,2,280.75,kTF,31,0,kC,kM,200,kF,167,367,10000,kS,1,k0,k3,5000,5000,366,k85,k10,kI,2.02,14.69,31,kO,kN,k4,0
5000,2,0.356333333,1,96.21,kOT,37,365.23,kS,kM,190,kM,270,460,1000,kU,2,k0,k2,5000,4634.77,372,k15,k10,kD,9.37,14.69,36,kR,kF,k3,0
5000,7,0.447907801,0,126.31,kOT,27,313,kS,kM,286,kM,282,568,1400,kS,4,k0,k9,5000,4687,376,k77,k17,kD,81.75,13.69,27,kO,kF,k3,0
103418,5,0.456452174,1,524.92,kOT,36,0,kC,kM,233,kF,1150,1383,15000,kP,1,k0,k9,103418,103418,1107,k72,k17,kD,5973.27,14.69,36,kO,kN,k3,0
5000,5,0.399359886,1,280.75,kOT,31,0,kS,kM,250,kF,703,953,10000,kS,2,k0,k8,5000,5000,1467,k82,k17,kD,339.68,14.69,31,kR,kF,k3,0
81673,4,0.389874477,2,279.54,kOT,40,28416,kD,kM,1432,kM,717,2149,10000,kU,2,k0,k5,81673,53257,1547,k80,k10,kD,1.13,14.69,40,kO,kF,k3,0
72583.83,3,0.373944404,0,209.45,kOT,30,57582.26,kS,kM,455,kF,560.11,1015.11,6000,kU,4,k0,k2,72583.83,15001.57,1101,k23,k10,kD,72.44,14.69,30,kR,kF,k3,0
53058,2,0.430820189,3,136.57,kOT,49,1643,kC,kM,383,kM,317,700,2800,kS,3,k0,k9,53058,51415,737,k08,k17,kD,8.35,14.69,49,kR,kN,k3,0
5000,5,0.294295612,1,127.43,kOT,40,0,kS,kM,260,kF,433,693,2500,kU,5,k0,k6,5000,5000,737,k32,k10,kD,314.21,14.69,40,kO,kF,k3,0
16070,2,0.406494382,1,361.78,kTF,24,0,kS,kM,260,kM,890,1150,15000,kP,2,k0,k1,16070,16070,1841,k08,k10,kD,5.1,14.69,24,kO,kF,k4,0
89807,19,0.307533235,2,208.2,kOT,40,26096,kC,kM,1038,kM,677,1715,6000,kS,2,k0,k9,89807,63711,1178,k21,k17,kD,5.73,14.69,40,kO,kF,k3,0
111966.14,7,0.305032609,0,280.63,kMC,45,46933.05,kC,kM,1536,kM,920,2456,10000,kS,1,k0,k2,111966.14,65033.09,1466,k08,k10,kI,14.6,14.69,45,kO,kN,k3,0
12400,28,0.467928571,0,196.53,kTF,51,4475,kS,kM,180,kM,420,600,7000,kS,3,k0,k1,12400,7925,1467,k87,k10,kD,12.81,14.69,50,kR,kF,k4,0
15677,3,0.38059456,0,601.72,kOT,31,5636,kS,kM,250,kM,1581,1831,25000,kS,2,k0,k8,15677,10041,1836,k29,k17,kD,677.93,14.69,30,kR,kF,k3,0
93429,3,0.46621134,0,723.56,kOT,52,20833,kC,kM,240,kM,1552,1792,30000,kU,3,k0,k6,93429,72596,1841,k29,k10,kD,120.88,14.69,52,kR,kN,k3,0
3000,0,0.153995157,0,63.6,kOT,21,0,kS,kM,155,kM,413,568,700,kS,2,k0,k6,3000,3000,378,k110,k10,kD,262.9,14.69,21,kO,kF,k3,0
53121.72,2,0.387111111,1,174.2,kTF,46,0,kC,kM,250,kM,450,700,5000,kS,1,k0,k9,53121.72,53121.72,1188,k19,k17,kI,5.11,14.69,45,kO,kN,k4,0
20182.3,0,0.380174672,0,174.12,kTF,47,2950,kD,kM,210,kM,458,668,5000,kP,2,k0,k6,20182.3,17232.3,1095,k23,k10,kD,19.48,14.69,47,kO,kA,k4,0
35693,3,0.391801802,2,217.45,kMC,34,1763,kC,kM,545,kF,555,1100,7000,kP,2,k0,k1,35693,33930,1381,k10,k10,kI,5.13,14.69,34,kO,kP,k3,0
35082,4,0.369236212,2,281.79,kMC,33,19760.54,kC,kM,944.93,kM,763.17,1708.1,10000,kP,1,k0,k7,35082,15321.46,1476,k08,k17,kI,9.53,14.69,33,kO,kF,k3,0
14838,4,0.367872063,0,281.79,kOT,23,0,kS,kM,220,kM,766,986,10000,kU,1,k0,k8,14838,14838,1476,k59,k17,kD,246.83,14.69,23,kO,kF,k3,0
5000,4,0.436131907,1,244.67,kOT,43,0,kC,kM,240,kM,561,801,7000,kS,3,k0,k1,5000,5000,1104,k85,k10,kI,363.79,14.69,44,kO,kN,k3,0
69488.69,1,0.389238515,2,358.73,kOT,30,32700,kC,kM,1994,kF,921.62,2915.62,15000,kU,2,k0,k6,69488.69,36788.69,1912,k09,k10,kD,5.1,14.69,29,kO,kN,k3,0
26642.32,17,0.349685714,0,122.39,kOT,57,1141.91,kC,kM,250,kM,350,600,2500,kP,6,k0,k2,26642.32,25500.41,746,k08,k10,kD,14.72,14.69,58,kR,kN,k3,0
5000,3,0.480029837,1,141.58,kOT,31,2169.59,kD,kM,368.47,kF,294.94,663.41,3500,kS,2,k0,k7,5000,2830.41,921,k12,k17,kD,30.66,14.69,30,kR,kF,k3,0
14732.72,2,0.131610644,1,93.97,kOT,41,4030.6,kC,kM,299,kM,714,1013,1500,kP,3,k0,k2,14732.72,10702.12,552,k129,k10,kD,6.1,14.69,41,kO,kN,k3,0
144455.32,21,0.424818731,0,281.23,kOT,58,58023.57,kC,kM,1302,kM,662,1964,10000,kS,3,k0,k2,144455.32,86431.75,1471,k22,k10,kD,25.84,14.69,59,kR,kN,k3,0
42573.75,6,1.093462624,2,480.38,kOT,39,18105.07,kC,kM,762,kF,439.32,1201.32,20000,kS,4,k0,k3,42573.75,24468.68,1831,k58,k10,kD,42.61,14.69,39,kR,kN,k3,0
5000,1,0.450719557,1,244.29,kOT,39,4771,kC,kM,623,kF,542,1165,5000,kU,4,k0,k1,5000,229,741,k15,k10,kD,657.14,14.69,39,kO,kF,k3,0
210741,5,0.222316206,0,281.23,kOT,65,4681,kV,kM,680,kF,1265,1945,10000,kS,1,k0,k8,210741,206060,1471,k26,k17,kD,11730.45,14.69,64,kO,kN,k3,0
4000,4,0.514411765,1,174.9,kOT,31,1366.97,kS,kM,170,kF,340,510,5000,kS,3,k0,k3,4000,2633.03,1106,k23,k10,kD,82.7,14.69,30,kR,kF,k3,0
2000,1,0.312392027,0,94.03,kOT,25,0,kS,kM,220,kM,301,521,1500,kP,3,k0,k8,2000,2000,554,k122,k17,kD,217.74,14.69,26,kR,kF,k3,0
8876.39,2,0.420373692,0,281.23,kOT,29,0,kS,kM,210,kF,669,879,10000,kU,2,k0,k1,8876.39,8876.39,1471,k80,k10,kD,346.25,14.69,28,kO,kF,k3,0
5000,10,0.501954887,0,133.52,kOT,43,2605.52,kS,kM,120,kF,266,386,4300,kS,3,k0,k3,5000,2394.48,1290,k32,k10,kD,410.52,14.69,43,kR,kF,k3,0
583798,7,0.437082294,0,350.54,kOT,60,90529.82,kC,kM,3323,kF,802,4125,10000,kS,1,k0,k2,583798,493268.18,1111,k80,k10,kD,21.68,14.69,59,kO,kN,k3,0
5000,3,0.479889503,0,173.72,kTF,21,1108.19,kS,kM,248,kM,362,610,5000,kP,1,k0,k2,5000,3891.81,1182,k06,k10,kD,5.1,14.69,21,kO,kF,k4,0
62947,4,0.488251748,1,279.28,kOT,64,2433,kC,kM,260,kF,572,832,10000,kS,4,k0,k1,62947,60514,1454,k26,k10,kD,26.34,14.69,64,kR,kN,k3,0
37000,18,0.687186813,1,625.34,kMC,50,14016.75,kD,kM,1310,kF,910,2220,10000,kU,10,k0,k9,37000,22983.25,548,k85,k17,kI,51.88,14.69,50,kO,kN,k3,0
18223,15,0.394237624,1,199.09,kOT,47,1148,kC,kM,280,kF,505,785,5000,kP,2,k0,k1,18223,17075,935,k22,k10,kD,3923.14,13,48,kO,kN,k3,0
138912,7,0.459526144,2,281.23,kOT,37,29892,kC,kM,1537,kF,612,2149,10000,kU,2,k0,k1,138912,109020,1471,k29,k10,kD,85.7,14.69,36,kR,kN,k3,0
85076,15,0.462353591,0,418.43,kOT,73,0,kC,kM,220,kM,905,1125,15000,kP,2,k0,k1,85076,85076,1451,k08,k10,kI,6344.36,14.69,72,kO,kN,k3,0
15000,-1,0.29580544,2,174.54,kOT,32,952.53,kC,kM,347,kM,590.05,937.05,5000,kS,3,k0,k9,15000,14047.47,1101,k122,k17,kD,1566.99,14.69,33,kO,kF,k3,0
2500,1,0.39903008,0,125.89,kOT,24,0,kS,kM,130,kF,315.49,445.49,2000,kP,1,k0,k3,2500,2500,564,k10,k10,kD,47.02,14.69,24,kO,kF,k3,0
3000,2,0.2786,2,97.51,kOT,47,0,kS,kM,250,kF,350,600,2000,kP,1,k0,k3,3000,3000,736,k42,k10,kD,12.01,14.69,47,kO,kF,k3,0
4579,5,0.4570625,0,146.26,kOT,25,0,kS,kM,130,kM,320,450,3000,kS,1,k0,k1,4579,4579,736,k12,k10,kD,42.42,14.69,25,kO,kF,k3,0
60211,3,18.63005111,0,10935.84,kOT,66,3494,kS,kA,546,kF,587,1133,10000,kS,7,k0,k8,60211,56717,226,k26,k17,kD,3066.08,14.69,66,kO,kF,k3,0
60850.1,19,0.34756487,0,348.26,kOT,54,2500,kD,kM,499,kM,1002,1501,10000,kS,2,k0,k6,60850.1,58350.1,1095,k26,k10,kD,3060.93,14.69,53,kO,kN,k3,0
12777,1,19.59539185,0,6250.93,kOT,57,2351,kC,kT,631,kF,319,950,6000,kP,2,k0,k5,12777,10426,101,k26,k10,kD,35.15,14.69,56,kO,kF,k3,0
11000,7,0.24388664,1,180.72,kOT,33,416.97,kC,kM,302,kM,741,1043,6400,kS,5,k0,k2,11000,10583.03,1574,k06,k10,kD,0.6,14.69,32,kO,kF,k3,0
52728.11,11,0.437562674,0,314.17,kOT,33,0,kS,kM,230,kF,718,948,9000,kU,3,k0,k6,52728.11,52728.11,1101,k110,k10,kD,544.33,14.69,34,kO,kF,k3,0
130266.09,10,0.168719626,2,541.59,kOT,50,0,kC,kM,340,kF,3210,3550,6000,kS,2,k0,k3,130266.09,130266.09,360,k10,k10,kD,734.27,14.69,50,kO,kN,k3,0
27500,1,3.851690909,0,2118.43,kOT,19,16000,kS,kA,250,kM,550,800,2000,kP,2,k0,k7,27500,11500,143,k65,k17,kD,5.93,14.69,18,kO,kF,k3,0
18573.82,1,0.332569995,2,243.98,kTF,34,5623.53,kD,kM,1225,kM,733.62,1958.62,5000,kS,1,k0,k3,18573.82,12950.29,738,k12,k10,kD,54.15,14.69,34,kO,kF,k4,0
94420,5,0.472248841,3,675.16,kMC,37,10876,kC,kM,315,kM,1429.67,1744.67,28000,kP,2,k0,k6,94420,83544,1841,k85,k10,kI,32.27,14.69,36,kR,kF,k3,0
25612,6,0.438566203,0,599.52,kTF,38,2619.17,kS,kM,262,kF,1367,1629,25000,kU,1,k0,k2,25612,22992.83,1827,k01,k10,kD,24.98,14.69,37,kR,kF,k4,0
85828.69,5,0.188762513,1,274.17,kOT,51,0,kC,kM,330,kM,1452.46,1782.46,10000,kP,2,k0,k3,85828.69,85828.69,1454,k122,k10,kD,355.28,13.69,50,kO,kN,k3,0
4000,3,0.502478386,0,174.36,kOT,44,708,kC,kM,260,kM,347,607,5000,kP,1,k0,k8,4000,3292,1102,k122,k17,kD,2.1,14.69,45,kR,kF,k3,0
84248,5,0.185989362,1,349.66,kOT,37,13308,kC,kM,965,kM,1880,2845,10000,kU,1,k0,k6,84248,70940,1105,k118,k10,kD,94.43,14.69,36,kO,kN,k3,0
81441.36,0,0.425309145,1,673.09,kTF,37,15280.32,kC,kM,681,kF,1582.59,2263.59,28000,kU,1,k0,k3,81441.36,66161.04,1833,k23,k10,kD,40.87,14.69,37,kR,kN,k4,0
29000,4,0.547415049,0,281.76,kTF,30,12459.16,kS,kM,455.89,kM,514.71,970.6,10000,kU,1,k0,k2,29000,16540.84,1476,k17,k10,kD,807.08,14.69,30,kO,kF,k4,0
17801,5,0.379489566,2,481.17,kOT,34,14865.06,kC,kM,413.14,kF,1267.94,1681.08,20000,kU,1,k0,k3,17801,2935.94,1835,k59,k10,kD,5.82,14.69,33,kR,kF,k3,0
5000,3,0.475622172,1,420.45,kTF,30,1418.66,kS,kM,424,kF,884,1308,15000,kU,1,k0,k2,5000,3581.34,1463,k15,k10,kD,71.49,14.69,29,kO,kF,k4,0
84250,3,0.419841835,0,600.97,kOT,29,21136.4,kC,kM,200,kF,1431.42,1631.42,25000,kU,1,k0,k3,84250,63113.6,1833,k29,k10,kD,863.78,14.69,30,kR,kF,k3,0
17844.99,2,0.354176101,2,281.57,kTF,36,3144.8,kC,kM,391,kF,795,1186,10000,kP,1,k0,k2,17844.99,14700.19,1474,k42,k10,kD,172.62,14.69,35,kO,kN,k4,0
